duelist_id,duelist_name,card_id,deck,sa_pow,bcd,sa_tec
5,"Villageois 2",116,16,0,0,0
5,"Villageois 2",118,0,15,26,0
5,"Villageois 2",119,0,15,0,0
5,"Villageois 2",120,0,15,0,0
5,"Villageois 2",121,0,15,0,0
5,"Villageois 2",129,16,0,0,0
5,"Villageois 2",132,1,30,0,0
5,"Villageois 2",134,10,0,0,0
5,"Villageois 2",135,1,15,26,25
5,"Villageois 2",138,0,15,26,0
5,"Villageois 2",139,44,15,26,25
5,"Villageois 2",140,1,30,26,0
5,"Villageois 2",141,0,15,26,0
5,"Villageois 2",143,16,0,0,0
5,"Villageois 2",144,20,0,0,0
5,"Villageois 2",145,10,0,0,0
5,"Villageois 2",146,1,0,0,0
5,"Villageois 2",147,16,0,0,0
5,"Villageois 2",148,16,0,0,0
5,"Villageois 2",152,1,15,26,23
5,"Villageois 2",153,1,0,0,0
5,"Villageois 2",154,1,15,26,23
5,"Villageois 2",155,10,0,0,0
5,"Villageois 2",156,16,0,0,0
5,"Villageois 2",158,10,0,0,0
5,"Villageois 2",160,16,0,0,0
5,"Villageois 2",161,16,0,0,0
5,"Villageois 2",162,0,15,26,0
5,"Villageois 2",164,0,15,0,0
5,"Villageois 2",167,1,15,26,23
5,"Villageois 2",169,0,15,26,0
5,"Villageois 2",171,0,15,0,0
5,"Villageois 2",172,0,15,26,0
5,"Villageois 2",173,20,0,0,0
5,"Villageois 2",175,16,0,0,0
5,"Villageois 2",176,10,0,0,0
5,"Villageois 2",177,20,15,26,23
5,"Villageois 2",178,10,0,0,0
5,"Villageois 2",180,10,0,0,0
5,"Villageois 2",181,0,15,26,0
5,"Villageois 2",183,10,0,0,0
5,"Villageois 2",184,16,0,0,0
5,"Villageois 2",187,16,0,0,0
5,"Villageois 2",188,16,0,0,0
5,"Villageois 2",189,20,0,0,0
5,"Villageois 2",190,10,0,0,0
5,"Villageois 2",191,1,15,26,23
5,"Villageois 2",195,10,0,0,0
5,"Villageois 2",196,1,30,0,0
5,"Villageois 2",197,1,15,26,23
5,"Villageois 2",199,36,15,26,23
5,"Villageois 2",201,0,15,0,0
5,"Villageois 2",203,20,15,26,23
5,"Villageois 2",205,32,15,26,23
5,"Villageois 2",206,40,15,26,23
5,"Villageois 2",208,16,0,0,0
5,"Villageois 2",209,8,0,0,0
5,"Villageois 2",211,2,15,26,23
5,"Villageois 2",215,16,15,26,23
5,"Villageois 2",218,16,0,0,0
5,"Villageois 2",219,0,15,26,0
5,"Villageois 2",220,0,15,0,0
5,"Villageois 2",221,0,15,0,0
5,"Villageois 2",222,8,0,0,0
5,"Villageois 2",224,16,0,0,0
5,"Villageois 2",225,0,15,0,0
5,"Villageois 2",226,16,0,0,0
5,"Villageois 2",227,2,15,26,23
5,"Villageois 2",228,2,15,26,23
5,"Villageois 2",231,0,15,26,0
5,"Villageois 2",232,8,0,0,0
5,"Villageois 2",233,0,15,0,0
5,"Villageois 2",236,0,15,0,0
5,"Villageois 2",237,1,15,26,23
5,"Villageois 2",238,8,10,12,12
5,"Villageois 2",239,16,0,0,0
5,"Villageois 2",240,16,0,0,0
5,"Villageois 2",241,1,0,0,0
5,"Villageois 2",243,40,15,26,23
5,"Villageois 2",244,20,15,26,23
5,"Villageois 2",246,0,15,0,0
5,"Villageois 2",247,16,0,0,0
5,"Villageois 2",248,0,15,0,0
5,"Villageois 2",250,0,15,26,0
5,"Villageois 2",251,0,15,0,0
5,"Villageois 2",253,8,0,0,0
5,"Villageois 2",256,0,15,0,0
5,"Villageois 2",257,1,30,26,0
5,"Villageois 2",258,1,30,0,0
5,"Villageois 2",259,0,15,26,23
5,"Villageois 2",262,0,15,26,23
5,"Villageois 2",263,1,30,0,0
5,"Villageois 2",264,8,0,0,0
5,"Villageois 2",265,32,15,26,23
5,"Villageois 2",266,16,0,0,0
5,"Villageois 2",267,16,0,0,0
5,"Villageois 2",269,0,15,26,0
5,"Villageois 2",270,2,15,26,23
5,"Villageois 2",271,16,0,0,0
5,"Villageois 2",272,0,15,0,0
5,"Villageois 2",273,0,15,0,0
5,"Villageois 2",274,0,15,0,0
5,"Villageois 2",276,0,15,26,0
5,"Villageois 2",277,16,0,0,0
5,"Villageois 2",280,0,15,0,0
5,"Villageois 2",282,8,0,0,0
5,"Villageois 2",283,8,0,0,0
5,"Villageois 2",289,1,15,26,23
5,"Villageois 2",290,0,15,0,0
5,"Villageois 2",291,0,15,0,0
5,"Villageois 2",292,19,15,26,23
5,"Villageois 2",293,0,15,0,0
5,"Villageois 2",294,0,15,0,0
5,"Villageois 2",296,0,15,26,0
5,"Villageois 2",298,8,0,0,0
5,"Villageois 2",300,19,0,0,0
5,"Villageois 2",304,0,0,30,32
5,"Villageois 2",305,0,0,0,32
5,"Villageois 2",316,0,0,0,32
5,"Villageois 2",319,0,0,0,32
5,"Villageois 2",321,0,0,0,32
5,"Villageois 2",326,0,0,0,32
5,"Villageois 2",330,0,0,0,33
5,"Villageois 2",333,0,0,0,33
5,"Villageois 2",335,0,24,60,33
5,"Villageois 2",336,0,0,0,32
5,"Villageois 2",338,0,0,0,34
5,"Villageois 2",339,32,0,0,32
5,"Villageois 2",340,0,0,0,32
5,"Villageois 2",345,64,0,0,32
5,"Villageois 2",350,0,0,0,32
5,"Villageois 2",359,3,0,0,0
5,"Villageois 2",361,1,0,0,0
5,"Villageois 2",367,1,0,0,0
5,"Villageois 2",393,1,14,26,23
5,"Villageois 2",394,0,10,12,12
5,"Villageois 2",398,1,15,26,23
5,"Villageois 2",406,0,15,0,0
5,"Villageois 2",414,0,15,0,0
5,"Villageois 2",417,16,0,0,0
5,"Villageois 2",421,13,0,0,0
5,"Villageois 2",429,18,0,0,0
5,"Villageois 2",430,1,0,0,0
5,"Villageois 2",431,1,0,0,0
5,"Villageois 2",432,19,15,26,23
5,"Villageois 2",435,1,0,0,0
5,"Villageois 2",444,1,15,26,23
5,"Villageois 2",445,1,0,0,0
5,"Villageois 2",446,1,15,26,23
5,"Villageois 2",450,1,0,0,0
5,"Villageois 2",451,41,15,26,23
5,"Villageois 2",452,3,15,26,23
5,"Villageois 2",455,1,0,0,0
5,"Villageois 2",457,1,0,0,0
5,"Villageois 2",461,3,15,26,23
5,"Villageois 2",463,35,15,26,23
5,"Villageois 2",474,1,0,0,0
5,"Villageois 2",476,9,0,0,0
5,"Villageois 2",477,18,0,0,0
5,"Villageois 2",478,9,0,0,0
5,"Villageois 2",479,16,0,0,0
5,"Villageois 2",481,18,0,0,0
5,"Villageois 2",484,1,15,25,23
5,"Villageois 2",489,16,0,0,0
5,"Villageois 2",490,13,0,0,0
5,"Villageois 2",496,0,15,0,0
5,"Villageois 2",503,43,15,25,23
5,"Villageois 2",505,19,0,0,0
5,"Villageois 2",510,9,0,0,0
5,"Villageois 2",514,0,15,0,0
5,"Villageois 2",516,1,15,25,23
5,"Villageois 2",524,1,15,25,23
5,"Villageois 2",534,19,0,0,0
5,"Villageois 2",536,9,0,0,0
5,"Villageois 2",537,6,0,0,0
5,"Villageois 2",538,16,0,0,0
5,"Villageois 2",539,19,0,0,0
5,"Villageois 2",544,9,0,0,0
5,"Villageois 2",548,1,15,25,23
5,"Villageois 2",549,1,15,25,23
5,"Villageois 2",550,1,0,0,0
5,"Villageois 2",552,0,15,0,0
5,"Villageois 2",556,19,15,25,23
5,"Villageois 2",558,1,15,25,23
5,"Villageois 2",567,0,14,0,0
5,"Villageois 2",569,16,0,0,0
5,"Villageois 2",573,9,0,0,0
5,"Villageois 2",576,0,14,0,0
5,"Villageois 2",583,1,0,0,0
5,"Villageois 2",584,0,14,0,0
5,"Villageois 2",585,9,0,0,0
5,"Villageois 2",586,18,10,12,10
5,"Villageois 2",590,16,0,0,0
5,"Villageois 2",591,3,14,25,23
5,"Villageois 2",592,13,10,12,10
5,"Villageois 2",599,1,0,0,0
5,"Villageois 2",601,0,14,0,0
5,"Villageois 2",602,1,14,25,23
5,"Villageois 2",604,18,0,0,0
5,"Villageois 2",605,28,14,25,23
5,"Villageois 2",606,41,14,25,23
5,"Villageois 2",608,0,14,0,0
5,"Villageois 2",610,41,2,2,2
5,"Villageois 2",615,1,0,0,0
5,"Villageois 2",620,0,14,0,0
5,"Villageois 2",629,0,14,25,0
5,"Villageois 2",634,1,0,0,0
5,"Villageois 2",640,19,0,0,0
5,"Villageois 2",642,0,14,25,0
5,"Villageois 2",643,0,14,0,0
5,"Villageois 2",646,1,0,0,0
5,"Villageois 2",647,1,0,0,0
5,"Villageois 2",652,0,0,0,32
5,"Villageois 2",655,0,0,0,32
5,"Villageois 2",683,0,0,0,32
5,"Villageois 2",684,0,0,0,32
5,"Villageois 2",687,0,0,0,32
5,"Villageois 2",688,0,0,0,32
5,"Villageois 2",690,0,0,0,32
5,"Villageois 2",693,0,0,0,32
6,"Villageois 3",4,18,14,18,15
6,"Villageois 3",9,1,14,18,15
6,"Villageois 3",20,0,6,8,4
6,"Villageois 3",23,0,14,0,0
6,"Villageois 3",24,1,14,18,15
6,"Villageois 3",28,20,0,0,0
6,"Villageois 3",29,10,0,0,0
6,"Villageois 3",30,4,28,0,0
6,"Villageois 3",34,0,14,0,0
6,"Villageois 3",40,10,14,18,0
6,"Villageois 3",45,4,14,18,15
6,"Villageois 3",47,20,14,18,15
6,"Villageois 3",48,10,0,0,0
6,"Villageois 3",53,0,14,0,0
6,"Villageois 3",59,10,14,18,0
6,"Villageois 3",61,10,14,18,0
6,"Villageois 3",65,10,14,18,0
6,"Villageois 3",96,4,14,18,15
6,"Villageois 3",97,20,14,18,15
6,"Villageois 3",98,1,14,18,17
6,"Villageois 3",100,18,0,0,0
6,"Villageois 3",103,0,14,0,0
6,"Villageois 3",108,20,14,18,17
6,"Villageois 3",109,0,14,0,0
6,"Villageois 3",110,0,14,0,0
6,"Villageois 3",113,18,0,0,0
6,"Villageois 3",114,18,0,0,0
6,"Villageois 3",116,18,0,0,0
6,"Villageois 3",118,10,14,18,0
6,"Villageois 3",119,0,14,0,0
6,"Villageois 3",120,0,14,0,0
6,"Villageois 3",132,4,28,0,0
6,"Villageois 3",133,18,14,18,17
6,"Villageois 3",135,1,14,18,17
6,"Villageois 3",138,10,14,18,0
6,"Villageois 3",139,20,14,18,17
6,"Villageois 3",140,20,26,36,20
6,"Villageois 3",141,10,14,18,0
6,"Villageois 3",142,18,14,18,17
6,"Villageois 3",143,18,0,0,0
6,"Villageois 3",144,10,0,0,0
6,"Villageois 3",146,1,0,0,0
6,"Villageois 3",152,1,14,18,17
6,"Villageois 3",153,4,0,0,0
6,"Villageois 3",154,1,14,18,17
6,"Villageois 3",155,20,14,18,17
6,"Villageois 3",162,0,14,18,0
6,"Villageois 3",167,1,14,18,17
6,"Villageois 3",169,10,14,18,0
6,"Villageois 3",171,0,14,0,0
6,"Villageois 3",172,10,13,18,0
6,"Villageois 3",173,10,0,0,0
6,"Villageois 3",175,18,0,0,0
6,"Villageois 3",177,40,28,24,26
6,"Villageois 3",178,20,13,18,16
6,"Villageois 3",180,20,13,18,16
6,"Villageois 3",181,10,13,18,0
6,"Villageois 3",188,18,0,0,0
6,"Villageois 3",189,10,0,0,0
6,"Villageois 3",190,20,13,18,16
6,"Villageois 3",191,1,13,18,16
6,"Villageois 3",196,1,28,0,0
6,"Villageois 3",197,1,13,18,16
6,"Villageois 3",199,38,13,18,16
6,"Villageois 3",201,0,13,0,0
6,"Villageois 3",203,1,13,18,16
6,"Villageois 3",205,38,13,18,16
6,"Villageois 3",206,20,13,18,16
6,"Villageois 3",211,1,13,18,16
6,"Villageois 3",215,46,28,36,26
6,"Villageois 3",218,8,0,0,0
6,"Villageois 3",219,0,13,18,0
6,"Villageois 3",221,0,13,0,0
6,"Villageois 3",224,8,0,0,0
6,"Villageois 3",225,0,13,0,0
6,"Villageois 3",226,16,0,0,0
6,"Villageois 3",227,1,13,18,16
6,"Villageois 3",228,38,28,36,26
6,"Villageois 3",231,8,13,18,0
6,"Villageois 3",236,0,13,0,0
6,"Villageois 3",237,1,13,18,16
6,"Villageois 3",239,8,0,0,0
6,"Villageois 3",241,1,0,0,0
6,"Villageois 3",243,20,13,18,16
6,"Villageois 3",244,38,28,36,26
6,"Villageois 3",246,0,13,0,0
6,"Villageois 3",247,16,0,0,0
6,"Villageois 3",248,0,13,0,0
6,"Villageois 3",250,8,13,18,0
6,"Villageois 3",251,0,13,0,0
6,"Villageois 3",252,8,0,0,0
6,"Villageois 3",253,20,13,18,16
6,"Villageois 3",256,0,13,0,0
6,"Villageois 3",257,20,28,36,0
6,"Villageois 3",258,2,28,0,0
6,"Villageois 3",260,16,13,18,16
6,"Villageois 3",262,0,13,18,0
6,"Villageois 3",263,2,28,36,0
6,"Villageois 3",264,20,13,18,16
6,"Villageois 3",265,2,13,18,16
6,"Villageois 3",266,8,0,0,0
6,"Villageois 3",269,8,13,18,0
6,"Villageois 3",270,38,28,36,26
6,"Villageois 3",272,0,13,0,0
6,"Villageois 3",273,0,13,0,0
6,"Villageois 3",274,0,13,0,0
6,"Villageois 3",276,8,13,18,0
6,"Villageois 3",277,8,0,0,0
6,"Villageois 3",279,16,13,18,16
6,"Villageois 3",282,20,13,18,16
6,"Villageois 3",283,20,13,18,16
6,"Villageois 3",288,8,0,0,0
6,"Villageois 3",289,1,13,18,16
6,"Villageois 3",290,0,13,0,16
6,"Villageois 3",292,1,13,18,16
6,"Villageois 3",293,0,13,0,0
6,"Villageois 3",294,0,13,0,0
6,"Villageois 3",295,16,13,18,16
6,"Villageois 3",296,8,13,18,0
6,"Villageois 3",298,20,13,18,16
6,"Villageois 3",300,8,0,0,0
6,"Villageois 3",304,0,0,24,32
6,"Villageois 3",306,0,0,0,32
6,"Villageois 3",317,0,0,0,32
6,"Villageois 3",319,0,0,0,32
6,"Villageois 3",321,0,0,0,32
6,"Villageois 3",326,0,0,0,32
6,"Villageois 3",331,0,0,0,32
6,"Villageois 3",334,0,0,0,32
6,"Villageois 3",335,0,36,48,48
6,"Villageois 3",336,0,0,0,32
6,"Villageois 3",338,0,0,0,32
6,"Villageois 3",339,64,0,0,32
6,"Villageois 3",340,0,0,0,32
6,"Villageois 3",345,32,0,0,32
6,"Villageois 3",350,0,0,0,32
6,"Villageois 3",359,38,0,0,0
6,"Villageois 3",361,1,0,0,0
6,"Villageois 3",367,1,0,0,0
6,"Villageois 3",387,2,0,0,0
6,"Villageois 3",393,1,13,16,16
6,"Villageois 3",394,2,12,16,12
6,"Villageois 3",395,2,0,0,0
6,"Villageois 3",397,2,0,0,0
6,"Villageois 3",398,1,13,18,16
6,"Villageois 3",399,2,0,0,0
6,"Villageois 3",402,2,0,0,0
6,"Villageois 3",410,2,0,0,0
6,"Villageois 3",411,2,0,0,0
6,"Villageois 3",414,0,13,0,0
6,"Villageois 3",417,16,0,0,0
6,"Villageois 3",422,2,0,0,0
6,"Villageois 3",429,12,0,0,0
6,"Villageois 3",430,1,0,0,0
6,"Villageois 3",431,6,0,0,0
6,"Villageois 3",432,46,28,36,26
6,"Villageois 3",435,1,0,0,0
6,"Villageois 3",444,1,13,18,16
6,"Villageois 3",445,1,0,0,0
6,"Villageois 3",446,30,28,36,26
6,"Villageois 3",450,2,0,0,0
6,"Villageois 3",451,6,13,18,16
6,"Villageois 3",452,1,13,18,16
6,"Villageois 3",455,1,0,0,0
6,"Villageois 3",457,1,0,0,0
6,"Villageois 3",461,38,26,36,26
6,"Villageois 3",463,38,13,18,16
6,"Villageois 3",474,1,0,0,0
6,"Villageois 3",477,12,0,0,0
6,"Villageois 3",478,20,13,18,16
6,"Villageois 3",479,16,0,0,0
6,"Villageois 3",481,12,0,0,0
6,"Villageois 3",484,1,13,18,16
6,"Villageois 3",489,16,0,0,0
6,"Villageois 3",496,0,13,0,0
6,"Villageois 3",503,20,13,18,16
6,"Villageois 3",505,46,0,0,0
6,"Villageois 3",516,1,13,18,16
6,"Villageois 3",524,1,13,18,16
6,"Villageois 3",530,12,0,0,0
