material1_id,material2_id,result_id,result_atk
2,140,206,2400
2,141,206,2400
2,142,206,2400
2,143,206,2400
2,144,206,2400
2,145,206,2400
2,210,211,2800
2,467,468,3000
2,459,461,4000
2,166,471,2100
2,167,471,2100
2,168,471,2100
2,169,471,2100
2,170,471,2100
2,171,471,2100
2,172,471,2100
2,173,471,2100
2,174,471,2100
2,175,471,2100
2,392,471,2100
2,393,471,2100
2,394,471,2100
2,471,217,3000
2,150,420,3300
2,176,478,2100
2,177,478,2100
2,178,478,2100
2,179,478,2100
2,180,478,2100
2,181,478,2100
2,182,478,2100
2,183,478,2100
2,184,478,2100
2,185,478,2100
2,107,488,2300
2,109,488,2300
2,96,491,2100
2,96,491,2100
2,97,491,2100
2,98,491,2100
2,99,491,2100
2,100,491,2100
2,101,491,2100
2,102,491,2100
2,103,491,2100
2,104,491,2100
2,105,491,2100
3,156,186,2000
3,157,186,2000
3,158,186,2000
3,159,186,2000
3,160,186,2000
3,161,186,2000
3,162,186,2000
3,163,186,2000
3,164,186,2000
3,165,186,2000
3,76,189,2300
3,77,189,2300
3,78,189,2300
3,79,189,2300
3,80,189,2300
3,81,189,2300
3,82,189,2300
3,83,189,2300
3,84,189,2300
3,85,189,2300
3,46,191,2200
3,47,191,2200
3,48,191,2200
3,49,191,2200
3,50,191,2200
3,51,191,2200
3,52,191,2200
3,53,191,2200
3,54,191,2200
3,55,191,2200
3,66,194,2000
3,67,194,2000
3,68,194,2000
3,69,194,2000
3,70,194,2000
3,72,281,2600
3,73,300,2800
3,74,194,2000
3,75,194,2000
3,36,396,3200
3,37,467,2400
3,38,467,2400
3,39,467,2400
3,40,467,2400
3,41,467,2400
3,42,467,2400
3,43,467,2400
3,44,467,2400
3,45,467,2400
3,213,214,3350
3,12,219,2400
3,252,253,2900
3,26,255,2000
3,27,255,2000
3,28,255,2000
3,29,255,2000
3,30,255,2000
3,31,255,2000
3,32,255,2000
3,33,255,2000
3,34,255,2000
3,35,255,2000
3,255,256,3000
3,258,259,4000
3,260,262,3100
3,377,378,3000
3,390,391,3350
3,57,224,3000
3,56,224,3000
3,419,420,3300
3,354,355,3100
3,58,438,2500
3,59,438,2500
3,60,438,2500
3,61,438,2500
3,62,438,2500
3,63,438,2500
3,64,438,2500
3,65,438,2500
3,438,225,3000
3,443,459,3000
3,71,194,2000
3,445,283,3110
3,3,194,2000
3,4,194,2000
3,5,194,2000
3,6,194,2000
3,7,194,2000
3,8,194,2000
3,9,194,2000
3,10,194,2000
3,186,187,2900
3,189,190,3000
3,191,192,3000
3,211,212,4000
3,14,232,2500
3,15,232,2500
3,13,229,2500
3,22,229,2500
3,11,401,2500
3,16,401,2500
3,23,401,2500
3,24,401,2500
3,25,401,2500
3,401,231,3300
3,243,244,3000
3,439,242,3200
3,440,441,3000
3,277,278,3500
3,417,418,3000
3,236,237,3300
3,245,246,3150
3,253,254,3700
3,382,383,3100
3,411,412,3200
3,293,294,3500
3,296,297,3800
3,446,403,3100
3,290,291,3500
3,444,406,2600
3,117,353,2600
3,124,353,2600
3,123,353,2600
3,12,194,2000
3,277,278,3500
3,398,467,2400
3,136,206,2400
3,137,206,2400
3,138,206,2400
3,139,206,2400
3,140,206,2400
3,141,206,2400
3,142,206,2400
3,143,206,2400
3,144,206,2400
3,145,206,2400
3,210,211,2800
3,467,468,3000
3,459,461,4000
3,392,471,2100
3,393,471,2100
3,394,471,2100
3,166,471,2100
3,167,471,2100
3,168,471,2100
3,169,471,2100
3,170,471,2100
3,171,471,2100
3,172,471,2100
3,173,471,2100
3,174,471,2100
3,175,471,2100
3,471,217,3000
3,150,420,3300
3,176,478,2100
3,177,478,2100
3,178,478,2100
3,179,478,2100
3,180,478,2100
3,181,478,2100
3,182,478,2100
3,183,478,2100
3,184,478,2100
3,185,478,2100
3,107,488,2300
3,109,488,2300
3,96,491,2100
3,97,491,2100
3,98,491,2100
3,99,491,2100
3,100,491,2100
3,101,491,2100
3,102,491,2100
3,103,491,2100
3,104,491,2100
3,105,491,2100
4,156,186,2000
4,157,186,2000
4,158,186,2000
4,159,186,2000
4,160,186,2000
4,161,186,2000
4,162,186,2000
4,163,186,2000
4,164,186,2000
4,165,186,2000
4,76,189,2300
4,77,189,2300
4,78,189,2300
4,79,189,2300
4,80,189,2300
4,81,189,2300
4,82,189,2300
4,83,189,2300
4,84,189,2300
4,85,189,2300
4,46,191,2200
4,47,191,2200
4,48,191,2200
4,49,191,2200
4,50,191,2200
4,51,191,2200
4,52,191,2200
4,53,191,2200
4,54,191,2200
4,55,191,2200
4,66,194,2000
4,67,194,2000
4,68,194,2000
4,69,194,2000
4,70,194,2000
4,72,281,2600
4,73,300,2800
4,74,194,2000
4,75,194,2000
4,36,467,2400
4,37,467,2400
4,38,467,2400
4,39,467,2400
4,40,467,2400
4,41,467,2400
4,42,467,2400
4,43,467,2400
4,44,467,2400
4,45,467,2400
4,213,214,3350
4,12,219,2400
4,252,253,2900
4,26,255,2000
4,27,255,2000
4,28,255,2000
4,29,255,2000
4,30,255,2000
4,31,255,2000
4,32,255,2000
4,33,255,2000
4,34,255,2000
4,35,255,2000
4,255,256,3000
4,258,259,4000
4,260,262,3100
4,377,378,3000
4,390,391,3350
4,57,224,3000
4,56,224,3000
4,419,420,3300
4,354,355,3100
4,58,438,2500
4,59,438,2500
4,60,438,2500
4,61,438,2500
4,62,438,2500
4,63,438,2500
4,64,438,2500
4,65,438,2500
4,438,225,3000
4,443,459,3000
4,71,194,2000
4,445,283,3110
4,136,206,2400
4,137,206,2400
4,138,206,2400
4,139,206,2400
4,140,206,2400
4,141,206,2400
4,142,206,2400
4,143,206,2400
4,144,206,2400
4,145,206,2400
4,210,211,2800
4,467,468,3000
4,459,461,4000
4,166,471,2100
4,167,471,2100
4,168,471,2100
4,169,471,2100
4,170,471,2100
4,171,471,2100
4,172,471,2100
4,173,471,2100
4,174,471,2100
4,175,471,2100
4,392,471,2100
4,393,471,2100
4,394,471,2100
4,471,217,3000
4,150,420,3300
4,176,478,2100
4,177,478,2100
4,178,478,2100
4,179,478,2100
4,180,478,2100
4,181,478,2100
4,182,478,2100
4,183,478,2100
4,184,478,2100
4,185,478,2100
4,107,488,2300
4,109,488,2300
4,96,491,2100
4,97,491,2100
4,98,491,2100
4,99,491,2100
4,100,491,2100
4,101,491,2100
4,102,491,2100
4,103,491,2100
4,104,491,2100
4,105,491,2100
5,156,186,2000
5,157,186,2000
5,158,186,2000
5,159,186,2000
5,160,186,2000
5,161,186,2000
5,162,186,2000
5,163,186,2000
5,164,186,2000
5,165,186,2000
5,76,189,2300
5,77,189,2300
5,78,189,2300
5,79,189,2300
5,80,189,2300
5,81,189,2300
5,82,189,2300
5,83,189,2300
5,84,189,2300
5,85,189,2300
5,46,191,2200
5,47,191,2200
5,48,191,2200
5,49,191,2200
5,50,191,2200
5,51,191,2200
5,52,191,2200
5,53,191,2200
5,54,191,2200
5,55,191,2200
5,66,194,2000
5,67,194,2000
5,68,194,2000
5,69,194,2000
5,70,194,2000
5,72,281,2600
5,73,300,2800
5,74,194,2000
5,75,194,2000
5,36,467,2400
5,37,467,2400
5,38,467,2400
5,39,467,2400
5,40,467,2400
5,41,467,2400
5,42,467,2400
5,43,467,2400
5,44,467,2400
5,45,467,2400
5,213,214,3350
5,12,219,2400
5,252,253,2900
5,26,255,2000
5,27,255,2000
5,28,255,2000
5,29,255,2000
5,30,255,2000
5,31,255,2000
5,32,255,2000
5,33,255,2000
5,34,255,2000
5,35,255,2000
5,255,256,3000
5,258,259,4000
5,260,262,3100
5,377,378,3000
5,390,391,3350
5,57,224,3000
5,56,224,3000
5,419,420,3300
5,354,355,3100
5,58,438,2500
5,59,438,2500
5,60,438,2500
5,61,438,2500
5,62,438,2500
5,63,438,2500
5,64,438,2500
5,65,438,2500
5,438,225,3000
5,443,459,3000
5,71,194,2000
5,445,283,3110
5,136,206,2400
5,137,206,2400
5,138,206,2400
5,139,206,2400
5,140,206,2400
5,141,206,2400
5,142,206,2400
5,143,206,2400
5,144,206,2400
5,145,206,2400
5,210,211,2800
5,467,468,3000
5,459,461,4000
5,166,471,2100
5,167,471,2100
5,168,471,2100
5,169,471,2100
5,170,471,2100
5,171,471,2100
5,172,471,2100
5,173,471,2100
5,174,471,2100
5,175,471,2100
5,392,471,2100
5,393,471,2100
5,394,471,2100
5,471,217,3000
5,150,420,3300
5,176,478,2100
5,177,478,2100
5,178,478,2100
5,179,478,2100
5,180,478,2100
5,181,478,2100
5,182,478,2100
5,183,478,2100
5,184,478,2100
5,185,478,2100
5,107,488,2300
5,109,488,2300
5,96,491,2100
5,97,491,2100
5,98,491,2100
5,99,491,2100
5,100,491,2100
5,101,491,2100
5,102,491,2100
5,103,491,2100
5,104,491,2100
5,105,491,2100
6,156,186,2000
6,157,186,2000
6,158,186,2000
6,159,186,2000
6,160,186,2000
6,161,186,2000
6,162,186,2000
6,163,186,2000
6,164,186,2000
6,165,186,2000
6,76,189,2300
6,77,189,2300
6,78,189,2300
6,79,189,2300
6,80,189,2300
6,81,189,2300
6,82,189,2300
6,83,189,2300
6,84,189,2300
6,85,189,2300
6,46,191,2200
6,47,191,2200
6,48,191,2200
6,49,191,2200
6,50,191,2200
6,51,191,2200
6,52,191,2200
6,53,191,2200
6,54,191,2200
6,55,191,2200
6,66,194,2000
6,67,194,2000
6,68,194,2000
6,69,194,2000
6,70,194,2000
6,72,281,2600
6,73,300,2800
6,74,194,2000
6,75,194,2000
6,36,467,2400
6,37,467,2400
6,38,467,2400
6,39,467,2400
6,40,467,2400
6,41,467,2400
6,42,467,2400
6,43,467,2400
6,44,467,2400
6,45,467,2400
6,213,214,3350
6,12,219,2400
6,252,253,2900
6,26,255,2000
6,27,255,2000
6,28,255,2000
6,29,255,2000
6,30,255,2000
6,31,255,2000
6,32,255,2000
6,33,255,2000
6,34,255,2000
6,35,255,2000
6,255,256,3000
6,258,259,4000
6,260,262,3100
6,377,378,3000
6,390,391,3350
6,57,224,3000
6,56,224,3000
6,419,420,3300
6,354,355,3100
6,58,438,2500
6,59,438,2500
6,60,438,2500
6,61,438,2500
6,62,438,2500
6,63,438,2500
6,64,438,2500
6,65,438,2500
6,438,225,3000
6,443,459,3000
6,71,194,2000
6,445,283,3110
6,136,206,2400
6,137,206,2400
6,138,206,2400
6,139,206,2400
6,140,206,2400
6,141,206,2400
6,142,206,2400
6,143,206,2400
6,144,206,2400
6,145,206,2400
6,210,211,2800
6,467,468,3000
6,459,461,4000
6,166,471,2100
6,167,471,2100
6,168,471,2100
6,169,471,2100
6,170,471,2100
6,171,471,2100
6,172,471,2100
6,173,471,2100
6,174,471,2100
6,175,471,2100
6,392,471,2100
6,393,471,2100
6,394,471,2100
6,471,217,3000
6,150,420,3300
6,176,478,2100
6,177,478,2100
6,178,478,2100
6,179,478,2100
6,180,478,2100
6,181,478,2100
6,182,478,2100
6,183,478,2100
6,184,478,2100
6,185,478,2100
6,107,488,2300
6,109,488,2300
6,96,491,2100
6,97,491,2100
6,98,491,2100
6,99,491,2100
6,100,491,2100
6,101,491,2100
6,102,491,2100
6,103,491,2100
6,104,491,2100
6,105,491,2100
7,156,186,2000
7,157,186,2000
7,158,186,2000
7,159,186,2000
7,160,186,2000
7,161,186,2000
7,162,186,2000
7,163,186,2000
7,164,186,2000
7,165,186,2000
7,76,189,2300
7,77,189,2300
7,78,189,2300
7,79,189,2300
7,80,189,2300
7,81,189,2300
7,82,189,2300
7,83,189,2300
7,84,189,2300
7,85,189,2300
7,46,191,2200
7,47,191,2200
7,48,191,2200
7,49,191,2200
7,50,191,2200
7,51,191,2200
7,52,191,2200
7,53,191,2200
7,54,191,2200
7,55,191,2200
7,66,194,2000
7,67,194,2000
7,68,194,2000
7,69,194,2000
7,70,194,2000
7,72,281,2600
7,73,300,2800
7,74,194,2000
7,75,194,2000
7,36,467,2400
7,37,467,2400
7,38,467,2400
7,39,467,2400
7,40,467,2400
7,41,467,2400
7,42,467,2400
7,43,467,2400
7,44,467,2400
7,45,467,2400
7,213,214,3350
7,12,219,2400
7,252,253,2900
7,26,255,2000
7,27,255,2000
7,28,255,2000
7,29,255,2000
7,30,255,2000
7,31,255,2000
7,32,255,2000
7,33,255,2000
7,34,255,2000
7,35,255,2000
7,255,256,3000
7,258,259,4000
7,260,262,3100
7,377,378,3000
7,390,391,3350
7,57,224,3000
7,56,224,3000
7,419,420,3300
7,354,355,3100
7,58,438,2500
7,59,438,2500
7,60,438,2500
7,61,438,2500
7,62,438,2500
7,63,438,2500
7,64,438,2500
7,65,438,2500
7,438,225,3000
7,443,459,3000
7,71,194,2000
7,445,283,3110
7,136,206,2400
7,137,206,2400
7,138,206,2400
7,139,206,2400
7,140,206,2400
7,141,206,2400
7,142,206,2400
7,143,206,2400
7,144,206,2400
7,145,206,2400
7,210,211,2800
7,467,468,3000
7,459,461,4000
7,166,471,2100
7,167,471,2100
7,168,471,2100
7,169,471,2100
7,170,471,2100
7,171,471,2100
7,172,471,2100
7,173,471,2100
7,174,471,2100
7,175,471,2100
7,392,471,2100
7,393,471,2100
7,394,471,2100
7,471,217,3000
7,150,420,3300
7,176,478,2100
7,177,478,2100
7,178,478,2100
7,179,478,2100
7,180,478,2100
7,181,478,2100
7,182,478,2100
7,183,478,2100
7,184,478,2100
7,185,478,2100
7,107,488,2300
7,109,488,2300
7,96,491,2100
7,97,491,2100
7,98,491,2100
7,99,491,2100
7,100,491,2100
7,101,491,2100
7,102,491,2100
7,103,491,2100
7,104,491,2100
7,105,491,2100
8,156,186,2000
8,157,186,2000
8,158,186,2000
8,159,186,2000
8,160,186,2000
8,161,186,2000
8,162,186,2000
8,163,186,2000
8,164,186,2000
8,165,186,2000
8,76,189,2300
8,77,189,2300
8,78,189,2300
8,79,189,2300
8,80,189,2300
8,81,189,2300
8,82,189,2300
8,83,189,2300
8,84,189,2300
8,85,189,2300
8,46,191,2200
8,47,191,2200
8,48,191,2200
8,49,191,2200
8,50,191,2200
8,51,191,2200
8,52,191,2200
8,53,191,2200
8,54,191,2200
8,55,191,2200
8,66,194,2000
8,67,194,2000
8,68,194,2000
8,69,194,2000
8,70,194,2000
8,72,281,2600
8,73,300,2800
8,74,194,2000
8,75,194,2000
8,36,467,2400
8,37,467,2400
8,38,467,2400
8,39,467,2400
8,40,467,2400
8,41,467,2400
8,42,467,2400
8,43,467,2400
8,44,467,2400
8,45,467,2400
8,213,214,3350
8,12,219,2400
8,252,253,2900
8,26,255,2000
8,27,255,2000
8,28,255,2000
8,29,255,2000
8,30,255,2000
8,31,255,2000
8,32,255,2000
8,33,255,2000
8,34,255,2000
8,35,255,2000
8,255,256,3000
8,258,259,4000
8,260,262,3100
8,377,378,3000
8,390,391,3350
8,57,224,3000
8,56,224,3000
8,419,420,3300
8,354,355,3100
8,58,438,2500
8,59,438,2500
8,60,438,2500
8,61,438,2500
8,62,438,2500
8,63,438,2500
8,64,438,2500
8,65,438,2500
8,438,225,3000
8,443,459,3000
8,71,194,2000
8,445,283,3110
8,195,414,4000
8,263,430,2800
8,447,448,3200
8,415,416,4000
8,275,276,4000
8,136,206,2400
8,137,206,2400
8,138,206,2400
8,139,206,2400
8,140,206,2400
8,141,206,2400
8,142,206,2400
8,143,206,2400
8,144,206,2400
8,145,206,2400
8,210,211,2800
8,467,468,3000
8,459,461,4000
8,166,471,2100
8,167,471,2100
8,168,471,2100
8,169,471,2100
8,170,471,2100
8,171,471,2100
8,172,471,2100
8,173,471,2100
8,174,471,2100
8,175,471,2100
8,392,471,2100
8,393,471,2100
8,394,471,2100
8,471,217,3000
8,150,420,3300
8,176,478,2100
8,177,478,2100
8,178,478,2100
8,179,478,2100
8,180,478,2100
8,181,478,2100
8,182,478,2100
8,183,478,2100
8,184,478,2100
8,185,478,2100
8,107,488,2300
8,109,488,2300
8,96,491,2100
8,97,491,2100
8,98,491,2100
8,99,491,2100
8,100,491,2100
8,101,491,2100
8,102,491,2100
8,103,491,2100
8,104,491,2100
8,105,491,2100
9,156,186,2000
9,157,186,2000
9,158,186,2000
9,159,186,2000
9,160,186,2000
9,161,186,2000
9,162,186,2000
9,163,186,2000
9,164,186,2000
9,165,186,2000
9,76,189,2300
9,77,189,2300
9,78,189,2300
9,79,189,2300
9,80,189,2300
9,81,189,2300
9,82,189,2300
9,83,189,2300
9,84,189,2300
9,85,189,2300
9,46,191,2200
9,47,191,2200
9,48,191,2200
9,49,191,2200
9,50,191,2200
9,51,191,2200
9,52,191,2200
9,53,191,2200
9,54,191,2200
9,55,191,2200
9,66,194,2000
9,67,194,2000
9,68,194,2000
9,69,194,2000
9,70,194,2000
9,72,281,2600
9,73,300,2800
9,74,194,2000
9,75,194,2000
9,36,467,2400
9,37,467,2400
9,38,467,2400
9,39,467,2400
9,40,467,2400
9,41,467,2400
9,42,467,2400
9,43,467,2400
9,44,467,2400
9,45,467,2400
9,213,214,3350
9,12,219,2400
9,252,253,2900
9,26,255,2000
9,27,255,2000
9,28,255,2000
9,29,255,2000
9,30,255,2000
9,31,255,2000
9,32,255,2000
9,33,255,2000
9,34,255,2000
9,35,255,2000
9,255,256,3000
9,258,259,4000
9,260,262,3100
9,377,378,3000
9,390,391,3350
9,57,224,3000
9,56,224,3000
9,419,420,3300
9,354,355,3100
9,58,438,2500
9,59,438,2500
9,60,438,2500
9,61,438,2500
9,62,438,2500
9,63,438,2500
9,64,438,2500
9,65,438,2500
9,438,225,3000
9,443,459,3000
9,71,194,2000
9,445,283,3110
9,136,206,2400
9,137,206,2400
9,138,206,2400
9,139,206,2400
9,140,206,2400
9,141,206,2400
9,142,206,2400
9,143,206,2400
9,144,206,2400
9,145,206,2400
9,210,211,2800
9,467,468,3000
9,459,461,4000
9,166,471,2100
9,167,471,2100
9,168,471,2100
9,169,471,2100
9,170,471,2100
9,171,471,2100
9,172,471,2100
9,173,471,2100
9,174,471,2100
9,175,471,2100
9,392,471,2100
9,393,471,2100
9,394,471,2100
9,471,217,3000
9,150,420,3300
9,176,478,2100
9,177,478,2100
9,178,478,2100
9,179,478,2100
9,180,478,2100
9,181,478,2100
9,182,478,2100
9,183,478,2100
9,184,478,2100
9,185,478,2100
9,107,488,2300
9,109,488,2300
9,96,491,2100
9,97,491,2100
9,98,491,2100
9,99,491,2100
9,100,491,2100
9,101,491,2100
9,102,491,2100
9,103,491,2100
9,104,491,2100
9,105,491,2100
10,156,186,2000
10,157,186,2000
10,158,186,2000
10,159,186,2000
10,160,186,2000
10,161,186,2000
10,162,186,2000
10,163,186,2000
10,164,186,2000
10,165,186,2000
10,76,189,2300
10,77,189,2300
10,78,189,2300
10,79,189,2300
10,80,189,2300
10,81,189,2300
10,82,189,2300
10,83,189,2300
10,84,189,2300
10,85,189,2300
10,46,191,2200
10,47,191,2200
10,48,191,2200
10,49,191,2200
10,50,191,2200
10,51,191,2200
10,52,191,2200
10,53,191,2200
10,54,191,2200
10,55,191,2200
10,66,194,2000
10,67,194,2000
10,68,194,2000
10,69,194,2000
10,70,194,2000
10,71,194,2000
10,72,281,2600
10,73,300,2800
10,74,194,2000
10,75,194,2000
10,36,467,2400
10,37,467,2400
10,38,467,2400
10,39,467,2400
10,40,467,2400
10,41,467,2400
10,42,467,2400
10,43,467,2400
10,44,467,2400
10,45,467,2400
10,213,214,3350
10,12,219,2400
10,252,253,2900
10,26,255,2000
10,26,255,2000
10,27,255,2000
10,28,255,2000
10,29,255,2000
10,30,255,2000
10,31,255,2000
10,32,255,2000
10,33,255,2000
10,34,255,2000
10,35,255,2000
10,255,256,3000
10,258,259,4000
10,260,262,3100
10,377,378,3000
10,390,391,3350
10,57,224,3000
10,56,224,3000
10,419,420,3300
10,354,355,3100
10,58,438,2500
10,59,438,2500
10,60,438,2500
10,61,438,2500
10,62,438,2500
10,63,438,2500
10,64,438,2500
10,65,438,2500
10,438,225,3000
10,443,459,3000
10,445,283,3110
10,136,206,2400
10,137,206,2400
10,138,206,2400
10,139,206,2400
10,140,206,2400
10,141,206,2400
10,142,206,2400
10,143,206,2400
10,144,206,2400
10,145,206,2400
10,210,211,2800
10,467,468,3000
10,459,461,4000
10,166,471,2100
10,167,471,2100
10,168,471,2100
10,169,471,2100
10,170,471,2100
10,171,471,2100
10,172,471,2100
10,173,471,2100
10,174,471,2100
10,175,471,2100
10,392,471,2100
10,393,471,2100
10,394,471,2100
10,471,217,3000
10,150,420,3300
10,176,478,2100
10,177,478,2100
10,178,478,2100
10,179,478,2100
10,180,478,2100
10,181,478,2100
10,182,478,2100
10,183,478,2100
10,184,478,2100
10,185,478,2100
10,107,488,2300
10,109,488,2300
10,96,491,2100
10,97,491,2100
10,98,491,2100
10,99,491,2100
10,100,491,2100
10,101,491,2100
10,102,491,2100
10,103,491,2100
10,104,491,2100
10,105,491,2100
11,222,223,3900
11,327,489,2500
11,26,241,2600
11,136,382,2400
11,136,382,2400
11,137,382,2400
11,138,382,2400
11,139,382,2400
11,140,382,2400
11,141,382,2400
11,142,382,2400
11,144,382,2400
11,144,382,2400
11,145,382,2400
11,166,439,2100
11,167,439,2100
11,168,439,2100
11,169,439,2100
11,170,439,2100
11,171,439,2100
11,172,439,2100
11,173,439,2100
11,174,439,2100
11,175,439,2100
11,392,439,2100
11,393,439,2100
11,394,439,2100
11,26,440,2000
11,27,440,2000
11,28,440,2000
11,29,440,2000
11,30,440,2000
11,31,440,2000
11,32,440,2000
11,33,440,2000
11,34,440,2000
11,35,440,2000
11,328,489,2500
11,56,243,2000
11,57,243,2000
11,58,243,2000
11,59,243,2000
11,60,243,2000
11,61,243,2000
11,62,243,2000
11,63,243,2000
11,64,243,2000
11,65,243,2000
11,156,484,2400
11,157,484,2400
11,158,484,2400
11,159,484,2400
11,160,484,2400
11,161,484,2400
11,162,484,2400
11,163,484,2400
11,164,484,2400
11,165,484,2400
11,492,493,4000
12,186,187,2900
12,187,188,4200
12,189,190,3000
12,191,192,3000
12,192,193,4000
12,194,195,2900
12,195,196,3700
12,467,199,3000
12,199,204,4000
12,219,220,3500
12,220,221,4500
12,255,256,3000
12,256,196,3700
12,438,225,3000
12,225,226,4000
12,206,207,2800
12,207,208,3500
12,208,209,4000
12,471,217,3000
12,217,218,3700
12,150,420,3300
12,222,223,3900
12,491,492,3000
12,492,493,4000
12,382,383,3100
12,232,233,3800
12,231,238,4200
12,439,242,3200
12,441,442,4000
12,243,244,3000
12,229,230,3900
12,236,237,3300
12,245,246,3150
12,252,253,2900
12,253,254,3700
12,437,239,3000
12,239,240,4000
12,385,386,2950
12,386,387,3950
12,257,258,3000
12,258,259,4000
12,430,268,3800
12,264,268,3800
12,260,261,3000
12,263,264,3100
12,285,277,2900
12,277,278,3500
12,417,418,3000
12,418,434,3900
12,457,247,3000
12,247,248,4000
12,445,283,3110
12,283,284,3800
12,388,389,3300
12,408,409,3000
12,409,410,3800
12,411,412,3200
12,444,406,2600
12,406,407,4250
12,447,448,3200
12,443,459,3000
12,459,461,4000
12,295,296,2750
12,296,297,3800
12,364,365,3200
12,365,359,4000
12,358,359,4000
12,377,378,3000
12,210,211,2800
12,211,212,4000
12,390,391,3350
12,458,279,3000
12,279,462,4000
12,446,403,3100
12,403,372,4000
12,476,432,2700
12,432,433,3700
12,298,299,2800
12,299,400,3800
12,360,361,3100
12,361,363,4000
12,288,289,3300
12,419,420,3300
12,472,473,3100
12,87,358,2600
12,88,358,2600
12,93,358,2600
12,98,290,2600
12,100,290,2600
12,101,290,2600
12,290,291,3500
12,351,352,3000
12,354,355,3100
12,355,404,4000
12,450,451,2800
12,451,452,4000
12,201,202,5000
12,227,228,5000
12,234,286,4900
12,278,465,4500
12,375,495,5000
12,13,229,2500
12,22,229,2500
12,14,232,2500
12,15,401,2500
12,398,397,4100
12,401,233,3800
12,489,233,3800
12,468,204,4000
12,469,204,4000
13,222,223,3900
